Period,Trade Flow,Reporter,Partner,Commodity Code,Trade Value (M $),Net Weight(M kgs )
2015,Export,China,Spain,2711,0.04,0.02
2015,Export,China,Thailand,2711,0.01,0.01
2015,Export,China,United Arab Emirates,2711,0.08,0.04
2015,Export,China,Ukraine,2711,0.0,0.0
2015,Export,China,Egypt,2711,0.0,0.0
2015,Export,China,United Kingdom,2711,0.08,0.05
2015,Export,China,USA,2711,1.27,2.19
2016,Export,China,World,2711,1562.33,0.0
2016,Export,China,Argentina,2711,0.03,0.1
2016,Export,China,Australia,2711,2.35,6.73
2016,Export,China,Bangladesh,2711,4.04,10.85
2016,Export,China,Brazil,2711,0.07,0.22
2016,Export,China,Myanmar,2711,2.74,8.04
2016,Export,China,Cambodia,2711,0.26,0.74
2016,Export,China,Sri Lanka,2711,0.0,0.0
2016,Export,China,Chile,2711,0.01,0.03
2016,Export,China,Colombia,2711,0.02,0.07
2016,Export,China,Denmark,2711,0.0,0.0
2016,Export,China,Ecuador,2711,0.01,0.02
2016,Export,China,Ethiopia,2711,0.0,0.0
2016,Export,China,Gambia,2711,0.04,0.0
2016,Export,China,Greece,2711,0.02,0.0
2016,Export,China,Guatemala,2711,0.0,0.01
2016,Export,China,Honduras,2711,0.0,0.0
2016,Export,China,"China, Hong Kong SAR",2711,1168.53,4340.02
2016,Export,China,Indonesia,2711,0.21,0.68
2016,Export,China,Iran,2711,0.03,0.02
2016,Export,China,Israel,2711,0.08,0.27
2016,Export,China,Jamaica,2711,0.0,0.0
2016,Export,China,Japan,2711,0.1,0.0
2016,Export,China,Dem. People's Rep. of Korea,2711,2.06,5.15
2016,Export,China,Rep. of Korea,2711,0.02,0.08
2016,Export,China,Lao People's Dem. Rep.,2711,0.07,0.21
2016,Export,China,Lebanon,2711,0.02,0.04
2016,Export,China,Lithuania,2711,0.01,0.02
2016,Export,China,"China, Macao SAR",2711,22.31,65.58
2016,Export,China,Malawi,2711,0.0,0.0
2016,Export,China,Malaysia,2711,4.1,11.65
2016,Export,China,Malta,2711,0.0,0.0
2016,Export,China,Mauritius,2711,0.0,0.0
2016,Export,China,Mexico,2711,0.01,0.03
2016,Export,China,"Other Asia, nes",2711,0.89,2.21
2016,Export,China,Mongolia,2711,0.07,0.0
2016,Export,China,Morocco,2711,0.0,0.0
2016,Export,China,Nicaragua,2711,0.0,0.0
2016,Export,China,Nigeria,2711,0.03,0.0
2016,Export,China,Pakistan,2711,0.04,0.12
2016,Export,China,Philippines,2711,162.09,449.28
2016,Export,China,Portugal,2711,0.03,0.08
2016,Export,China,Russian Federation,2711,0.1,0.3
2016,Export,China,Sao Tome and Principe,2711,0.01,0.0
2016,Export,China,India,2711,0.0,0.0
2016,Export,China,Singapore,2711,2.64,8.07
2016,Export,China,Viet Nam,2711,186.71,0.0
2016,Export,China,South Africa,2711,0.01,0.02
2016,Export,China,Spain,2711,0.09,0.21
2016,Export,China,Thailand,2711,0.01,0.04
2016,Export,China,United Arab Emirates,2711,0.12,0.3
2016,Export,China,Ukraine,2711,0.02,0.07
2016,Export,China,United Kingdom,2711,0.03,0.09
2016,Export,China,USA,2711,2.3,6.46
2017,Export,China,World,2711,1785.91,3864.98
2017,Export,China,Algeria,2711,0.0,0.0
2017,Export,China,Argentina,2711,0.05,0.03
2017,Export,China,Australia,2711,0.2,0.12
2017,Export,China,Bangladesh,2711,2.47,4.33
2017,Export,China,Brazil,2711,0.04,0.02
2017,Export,China,Myanmar,2711,2.91,4.42
2017,Export,China,Sri Lanka,2711,0.01,0.0
2017,Export,China,Chile,2711,0.04,0.02
2017,Export,China,Colombia,2711,0.07,0.02
2017,Export,China,Benin,2711,0.01,0.0
2017,Export,China,Dominican Rep.,2711,0.0,0.0
2017,Export,China,Finland,2711,0.01,0.0
2017,Export,China,Georgia,2711,0.0,0.0
2017,Export,China,Gambia,2711,0.03,0.02
2017,Export,China,Ghana,2711,0.0,0.0
2017,Export,China,Kiribati,2711,0.01,0.01
2017,Export,China,Greece,2711,0.02,0.01
2017,Export,China,Guatemala,2711,0.04,0.01
2017,Export,China,Guinea,2711,0.04,0.02
2017,Export,China,Honduras,2711,0.0,0.0
2017,Export,China,"China, Hong Kong SAR",2711,1229.55,2796.94
2017,Export,China,Iceland,2711,0.0,0.0
2017,Export,China,Indonesia,2711,0.18,0.15
2017,Export,China,Iran,2711,0.04,0.0
2017,Export,China,Israel,2711,0.05,0.01
2017,Export,China,Italy,2711,0.0,0.0
2017,Export,China,Japan,2711,0.12,0.04
2017,Export,China,Jordan,2711,0.01,0.01
2017,Export,China,Dem. People's Rep. of Korea,2711,3.76,1.77
2017,Export,China,Rep. of Korea,2711,0.01,0.01
2017,Export,China,Lao People's Dem. Rep.,2711,0.12,0.17
2017,Export,China,Lebanon,2711,0.0,0.0
2017,Export,China,Lithuania,2711,0.01,0.0
2017,Export,China,"China, Macao SAR",2711,71.05,161.07
2017,Export,China,Malaysia,2711,2.32,5.4
2017,Export,China,Malta,2711,0.0,0.0
2017,Export,China,Mauritius,2711,0.0,0.0
2017,Export,China,Mexico,2711,0.2,0.12
2017,Export,China,"Other Asia, nes",2711,1.01,0.63
2017,Export,China,Rep. of Moldova,2711,0.0,0.0
2017,Export,China,Netherlands,2711,0.0,0.0
2017,Export,China,New Caledonia,2711,0.65,1.7
2017,Export,China,Nigeria,2711,0.01,0.0
2017,Export,China,Pakistan,2711,0.02,0.01
2017,Export,China,Panama,2711,0.0,0.0
2017,Export,China,Paraguay,2711,0.03,0.01
2017,Export,China,Peru,2711,0.01,0.0
2017,Export,China,Philippines,2711,177.94,318.15
2017,Export,China,Poland,2711,0.0,0.0
2017,Export,China,Portugal,2711,0.03,0.0
2017,Export,China,Russian Federation,2711,0.12,0.04
2017,Export,China,India,2711,0.0,0.0
2017,Export,China,Singapore,2711,2.36,3.48
2017,Export,China,Viet Nam,2711,282.78,554.15
2017,Export,China,South Africa,2711,0.02,0.0
2017,Export,China,Spain,2711,0.14,0.08
2017,Export,China,Sudan,2711,0.03,0.01
2017,Export,China,Thailand,2711,0.01,0.0
2017,Export,China,United Arab Emirates,2711,0.65,0.54
2017,Export,China,Ukraine,2711,0.08,0.03
2017,Export,China,United Kingdom,2711,0.02,0.03
2017,Export,China,USA,2711,6.63,11.39
2017,Export,China,Uruguay,2711,0.0,0.0
2017,Export,China,Uzbekistan,2711,0.0,0.0
2018,Export,China,World,2711,1520.53,3414.48
2018,Export,China,Argentina,2711,0.01,0.0
2018,Export,China,Australia,2711,3.93,5.39
2018,Export,China,Bangladesh,2711,1.77,2.56
2018,Export,China,Barbados,2711,0.0,0.0
2018,Export,China,Brazil,2711,0.06,0.02
2018,Export,China,Bulgaria,2711,0.0,0.0
2018,Export,China,Myanmar,2711,3.24,4.68
2018,Export,China,Belarus,2711,0.02,0.0
2018,Export,China,Canada,2711,0.02,0.02
2018,Export,China,Sri Lanka,2711,0.0,0.0
2018,Export,China,Chile,2711,0.06,0.02
2018,Export,China,Colombia,2711,0.05,0.01
2018,Export,China,Costa Rica,2711,0.0,0.0
2018,Export,China,Ecuador,2711,0.03,0.02
2018,Export,China,Fiji,2711,0.0,0.0
2018,Export,China,Finland,2711,0.01,0.0
2018,Export,China,France,2711,0.01,0.0
2018,Export,China,French Polynesia,2711,0.0,0.0
2018,Export,China,Georgia,2711,0.01,0.0
2018,Export,China,Gambia,2711,0.04,0.02
2018,Export,China,Greece,2711,0.05,0.01
2018,Export,China,Guatemala,2711,0.01,0.0
2018,Export,China,"China, Hong Kong SAR",2711,957.38,2390.41
2018,Export,China,Indonesia,2711,2.49,3.05
2018,Export,China,Iran,2711,0.04,0.01
2018,Export,China,Israel,2711,0.19,0.1
2018,Export,China,Italy,2711,0.0,0.0
2018,Export,China,Jamaica,2711,0.0,0.0
2018,Export,China,Japan,2711,0.12,0.04
2018,Export,China,Dem. People's Rep. of Korea,2711,4.12,1.72
2018,Export,China,Rep. of Korea,2711,0.11,0.06
2018,Export,China,Lao People's Dem. Rep.,2711,0.04,0.06
2018,Export,China,Lebanon,2711,0.01,0.0
2018,Export,China,Lithuania,2711,0.02,0.01
2018,Export,China,"China, Macao SAR",2711,114.48,290.76
2018,Export,China,Malaysia,2711,0.06,0.03
2018,Export,China,Mauritania,2711,0.01,0.01
2018,Export,China,Mauritius,2711,0.05,0.02
2018,Export,China,Mexico,2711,0.13,0.1
2018,Export,China,"Other Asia, nes",2711,0.43,0.23
2018,Export,China,Mongolia,2711,0.38,0.55
2018,Export,China,Morocco,2711,0.0,0.0
2018,Export,China,New Zealand,2711,0.01,0.0
2018,Export,China,Nicaragua,2711,0.0,0.0
2018,Export,China,Nigeria,2711,0.02,0.02
2018,Export,China,Pakistan,2711,0.05,0.02
2018,Export,China,Panama,2711,0.32,0.41
2018,Export,China,Paraguay,2711,0.01,0.0
2018,Export,China,Peru,2711,0.01,0.0
2018,Export,China,Philippines,2711,94.29,151.55
2018,Export,China,Portugal,2711,0.01,0.0
2018,Export,China,Qatar,2711,0.0,0.0
2018,Export,China,Russian Federation,2711,0.08,0.04
2018,Export,China,Saudi Arabia,2711,3.57,5.95
2018,Export,China,India,2711,0.08,0.01
2018,Export,China,Singapore,2711,2.7,3.22
2018,Export,China,Viet Nam,2711,326.97,549.21
2018,Export,China,South Africa,2711,0.03,0.01
2018,Export,China,Spain,2711,0.21,0.12
2018,Export,China,Thailand,2711,0.03,0.01
2018,Export,China,United Arab Emirates,2711,0.24,0.1
2018,Export,China,Ukraine,2711,0.04,0.01
2018,Export,China,Egypt,2711,0.0,0.0
2018,Export,China,United Kingdom,2711,0.02,0.02
2018,Export,China,USA,2711,2.47,3.86
2018,Export,China,Venezuela,2711,0.0,0.0
2019,Export,China,World,2711,1699.93,4920.57
2019,Export,China,Albania,2711,0.0,0.0
2019,Export,China,Angola,2711,0.0,0.0
2019,Export,China,Argentina,2711,0.1,0.08
2019,Export,China,Australia,2711,0.24,0.15
2019,Export,China,Austria,2711,0.02,0.0
2019,Export,China,Bahamas,2711,0.33,0.12
2019,Export,China,Bahrain,2711,0.0,0.0
2019,Export,China,Bangladesh,2711,0.01,0.01
2019,Export,China,Brazil,2711,0.15,0.05
2019,Export,China,Belize,2711,0.02,0.01
2019,Export,China,Brunei Darussalam,2711,1.09,2.45
2019,Export,China,Bulgaria,2711,0.01,0.0
2019,Export,China,Myanmar,2711,5.12,8.4
2019,Export,China,Canada,2711,0.05,0.03
2019,Export,China,Sri Lanka,2711,0.01,0.0
2019,Export,China,Chile,2711,0.1,0.04
2019,Export,China,Colombia,2711,0.11,0.03
2019,Export,China,Costa Rica,2711,0.02,0.03
2019,Export,China,Cyprus,2711,0.0,0.0
2019,Export,China,Benin,2711,0.0,0.0
2019,Export,China,Dominican Rep.,2711,0.0,0.0
2019,Export,China,Ecuador,2711,0.02,0.01
2019,Export,China,El Salvador,2711,0.0,0.0
2019,Export,China,Estonia,2711,0.01,0.0
2019,Export,China,Finland,2711,0.01,0.0
2019,Export,China,France,2711,0.06,0.03
2019,Export,China,Ghana,2711,0.03,0.03
2019,Export,China,Guatemala,2711,0.03,0.01
2019,Export,China,Guinea,2711,0.07,0.04
2019,Export,China,Guyana,2711,0.0,0.0
2019,Export,China,"China, Hong Kong SAR",2711,1073.0,3521.32
2019,Export,China,Indonesia,2711,1.7,3.05
2019,Export,China,Iraq,2711,0.03,0.02
2019,Export,China,Israel,2711,0.36,0.13
2019,Export,China,Italy,2711,0.03,0.02
2019,Export,China,Jamaica,2711,0.0,0.0
2019,Export,China,Japan,2711,21.08,73.56
2019,Export,China,Kazakhstan,2711,0.03,0.01
2019,Export,China,Jordan,2711,0.0,0.0
2019,Export,China,Dem. People's Rep. of Korea,2711,3.44,1.79
2019,Export,China,Rep. of Korea,2711,0.16,0.07
2019,Export,China,Lao People's Dem. Rep.,2711,0.06,0.1
2019,Export,China,Lebanon,2711,0.01,0.0
2019,Export,China,Liberia,2711,0.0,0.0
2019,Export,China,"China, Macao SAR",2711,95.66,316.33
2019,Export,China,Madagascar,2711,0.0,0.0
2019,Export,China,Malaysia,2711,1.34,2.56
2019,Export,China,Malta,2711,0.0,0.0
2019,Export,China,Mauritius,2711,0.0,0.0
2019,Export,China,Mexico,2711,0.2,0.15
2019,Export,China,"Other Asia, nes",2711,1.0,0.52
2019,Export,China,Mongolia,2711,0.34,0.5
2019,Export,China,Rep. of Moldova,2711,0.0,0.0
2019,Export,China,Morocco,2711,0.0,0.0
2019,Export,China,Mozambique,2711,0.0,0.0
2019,Export,China,Oman,2711,0.03,0.02
2019,Export,China,Curaçao,2711,0.0,0.0
2019,Export,China,New Caledonia,2711,0.0,0.0
2019,Export,China,New Zealand,2711,0.01,0.0
2019,Export,China,Nigeria,2711,0.05,0.03
2019,Export,China,Pakistan,2711,0.04,0.02
2019,Export,China,Panama,2711,0.0,0.0
2019,Export,China,Papua New Guinea,2711,0.02,0.01
2019,Export,China,Paraguay,2711,0.03,0.01
2019,Export,China,Peru,2711,0.02,0.01
2019,Export,China,Philippines,2711,176.87,354.58
2019,Export,China,Portugal,2711,0.05,0.01
2019,Export,China,Qatar,2711,0.01,0.01
2019,Export,China,Russian Federation,2711,0.14,0.07
2019,Export,China,Saudi Arabia,2711,0.37,0.16
2019,Export,China,India,2711,0.05,0.02
2019,Export,China,Singapore,2711,2.59,4.51
2019,Export,China,Viet Nam,2711,312.65,629.09
2019,Export,China,South Africa,2711,0.02,0.01
2019,Export,China,Spain,2711,0.17,0.09
2019,Export,China,Sweden,2711,0.02,0.0
2019,Export,China,Thailand,2711,0.07,0.01
2019,Export,China,Trinidad and Tobago,2711,0.0,0.0
2019,Export,China,United Arab Emirates,2711,0.23,0.08
2019,Export,China,Tunisia,2711,0.0,0.0
2019,Export,China,Türkiye,2711,0.06,0.01
2019,Export,China,Ukraine,2711,0.03,0.01
2019,Export,China,Egypt,2711,0.01,0.0
2019,Export,China,United Kingdom,2711,0.11,0.03
2019,Export,China,United Rep. of Tanzania,2711,0.0,0.0
2019,Export,China,USA,2711,0.22,0.16
2019,Export,China,Uruguay,2711,0.01,0.0
2020,Export,China,World,2711,1236.67,4886.12
2020,Export,China,Albania,2711,0.0,0.0
2020,Export,China,Algeria,2711,0.0,0.0
2020,Export,China,Angola,2711,0.01,0.0
2020,Export,China,Azerbaijan,2711,0.0,0.0
2020,Export,China,Argentina,2711,0.03,0.01
2020,Export,China,Australia,2711,0.52,0.32
2020,Export,China,Austria,2711,0.13,0.02
2020,Export,China,Bahamas,2711,0.13,0.06
2020,Export,China,Bahrain,2711,0.0,0.0
2020,Export,China,Bangladesh,2711,0.0,0.0
2020,Export,China,Belgium,2711,0.01,0.0
2020,Export,China,Brazil,2711,0.11,0.04
2020,Export,China,Belize,2711,0.03,0.02
2020,Export,China,Brunei Darussalam,2711,0.04,0.01
2020,Export,China,Myanmar,2711,6.17,11.26
2020,Export,China,Cambodia,2711,0.05,0.08
2020,Export,China,Canada,2711,0.09,0.08
2020,Export,China,Cayman Isds,2711,0.0,0.0
2020,Export,China,Sri Lanka,2711,0.0,0.0
2020,Export,China,Chile,2711,0.01,0.0
2020,Export,China,Colombia,2711,0.1,0.03
2020,Export,China,Costa Rica,2711,0.03,0.02
2020,Export,China,Cuba,2711,0.02,0.01
2020,Export,China,Cyprus,2711,0.09,0.01
2020,Export,China,Dominican Rep.,2711,0.02,0.0
2020,Export,China,Ecuador,2711,0.02,0.0
2020,Export,China,El Salvador,2711,0.0,0.0
2020,Export,China,Estonia,2711,0.02,0.01
2020,Export,China,Finland,2711,0.01,0.0
2020,Export,China,France,2711,0.07,0.02
2020,Export,China,Georgia,2711,0.01,0.0
2020,Export,China,Gambia,2711,0.07,0.03
2020,Export,China,Germany,2711,0.27,0.21
2020,Export,China,Ghana,2711,0.0,0.0
2020,Export,China,Kiribati,2711,0.01,0.01
2020,Export,China,Greece,2711,0.0,0.0
2020,Export,China,Guatemala,2711,0.02,0.01
2020,Export,China,Guinea,2711,0.03,0.01
2020,Export,China,Honduras,2711,0.03,0.01
2020,Export,China,"China, Hong Kong SAR",2711,838.64,3794.37
2020,Export,China,Indonesia,2711,3.82,8.66
2020,Export,China,Iraq,2711,0.13,0.08
2020,Export,China,Israel,2711,0.12,0.02
2020,Export,China,Jamaica,2711,0.0,0.0
2020,Export,China,Japan,2711,0.07,0.02
2020,Export,China,Kazakhstan,2711,0.04,0.01
2020,Export,China,Jordan,2711,0.01,0.0
2020,Export,China,Dem. People's Rep. of Korea,2711,0.01,0.01
2020,Export,China,Rep. of Korea,2711,0.1,0.03
2020,Export,China,Kuwait,2711,0.04,0.02
2020,Export,China,Lao People's Dem. Rep.,2711,0.03,0.05
2020,Export,China,Lebanon,2711,0.0,0.0
2020,Export,China,Liberia,2711,0.0,0.0
2020,Export,China,Libya,2711,0.02,0.01
2020,Export,China,Lithuania,2711,0.02,0.01
2020,Export,China,"China, Macao SAR",2711,91.55,426.19
2020,Export,China,Malaysia,2711,1.0,1.92
2020,Export,China,Malta,2711,0.0,0.0
2020,Export,China,Mexico,2711,0.2,0.14
2020,Export,China,"Other Asia, nes",2711,0.71,0.53
2020,Export,China,Mongolia,2711,0.25,0.35
2020,Export,China,Rep. of Moldova,2711,0.0,0.0
2020,Export,China,Morocco,2711,0.0,0.0
2020,Export,China,Oman,2711,0.19,0.12
2020,Export,China,Nepal,2711,0.01,0.01
2020,Export,China,Netherlands,2711,0.09,0.06
2020,Export,China,Aruba,2711,0.0,0.0
2020,Export,China,New Zealand,2711,0.02,0.01
2020,Export,China,Nicaragua,2711,0.01,0.0
2020,Export,China,Nigeria,2711,0.06,0.02
2012,Export,USA,World,2709,2633.51,3769.56
2012,Export,USA,Canada,2709,2633.51,3769.56
2013,Export,USA,World,2709,5099.46,6750.18
2013,Export,USA,Canada,2709,5072.68,6713.74
2013,Export,USA,China,2709,26.78,36.44
2014,Export,USA,World,2709,12309.09,15602.05
2014,Export,USA,Canada,2709,11664.4,14784.9
2014,Export,USA,China,2709,20.73,26.28
2014,Export,USA,Germany,2709,10.06,12.75
2014,Export,USA,Italy,2709,92.61,117.39
2014,Export,USA,Rep. of Korea,2709,73.9,93.67
2014,Export,USA,Singapore,2709,60.08,76.15
2014,Export,USA,Spain,2709,90.18,114.3
2014,Export,USA,Switzerland,2709,297.13,376.61
2015,Export,USA,World,2709,8768.74,23210.62
2015,Export,USA,Brazil,2709,34.78,87.71
2015,Export,USA,Canada,2709,8103.81,21336.33
2015,Export,USA,China,2709,15.35,57.49
2015,Export,USA,France,2709,28.83,85.37
2015,Export,USA,Italy,2709,76.08,213.11
2015,Export,USA,Rep. of Korea,2709,58.18,132.98
2015,Export,USA,Netherlands,2709,96.0,237.96
2015,Export,USA,India,2709,17.32,42.32
2015,Export,USA,Spain,2709,100.61,357.13
2015,Export,USA,Switzerland,2709,237.77,660.21
2016,Export,USA,World,2709,9462.12,34370.04
2016,Export,USA,Argentina,2709,28.64,88.76
2016,Export,USA,Bahamas,2709,35.1,155.48
2016,Export,USA,Brazil,2709,7.71,30.66
2016,Export,USA,Canada,2709,5634.36,20784.44
2016,Export,USA,China,2709,360.62,1268.56
2016,Export,USA,Colombia,2709,169.22,558.74
2016,Export,USA,Dominican Rep.,2709,15.39,47.41
2016,Export,USA,France,2709,122.31,492.77
2016,Export,USA,Greece,2709,24.71,86.97
2016,Export,USA,Israel,2709,28.78,122.43
2016,Export,USA,Italy,2709,356.1,1240.03
2016,Export,USA,Japan,2709,136.76,517.43
2016,Export,USA,Rep. of Korea,2709,149.45,516.95
2016,Export,USA,Netherlands,2709,785.23,2636.96
2016,Export,USA,Curaçao,2709,497.08,1722.85
2016,Export,USA,Nicaragua,2709,78.51,248.07
2016,Export,USA,Nigeria,2709,22.91,95.9
2016,Export,USA,Marshall Isds,2709,19.75,71.8
2016,Export,USA,Panama,2709,48.7,182.88
2016,Export,USA,Papua New Guinea,2709,4.98,13.2
2016,Export,USA,Peru,2709,127.19,428.22
2016,Export,USA,Singapore,2709,217.38,757.56
2016,Export,USA,South Africa,2709,17.22,65.31
2016,Export,USA,Spain,2709,114.88,497.69
2016,Export,USA,Switzerland,2709,228.05,890.74
2016,Export,USA,Thailand,2709,83.11,281.0
2016,Export,USA,United Kingdom,2709,147.97,567.22
2017,Export,USA,World,2709,22502.17,60316.71
2017,Export,USA,Argentina,2709,132.1,354.1
2017,Export,USA,Bahamas,2709,355.18,952.04
2017,Export,USA,Brazil,2709,221.08,592.59
2017,Export,USA,Br. Indian Ocean Terr.,2709,27.66,74.13
2017,Export,USA,Canada,2709,6678.56,17901.76
2017,Export,USA,China,2709,4378.74,11737.13
2017,Export,USA,Colombia,2709,370.96,994.35
2017,Export,USA,Denmark,2709,36.42,97.61
2017,Export,USA,Dominican Rep.,2709,46.71,125.21
2017,Export,USA,France,2709,587.23,1574.07
2017,Export,USA,Georgia,2709,1.17,3.14
2017,Export,USA,Gibraltar,2709,16.23,43.49
2017,Export,USA,"China, Hong Kong SAR",2709,109.23,292.78
2017,Export,USA,Italy,2709,987.77,2647.7
2017,Export,USA,Japan,2709,504.32,1351.82
2017,Export,USA,Rep. of Korea,2709,1114.03,2986.15
2017,Export,USA,Malaysia,2709,367.37,984.72
2017,Export,USA,"Other Asia, nes",2709,354.24,949.53
2017,Export,USA,Netherlands,2709,1805.16,4838.7
2017,Export,USA,Curaçao,2709,213.5,572.28
2017,Export,USA,Nicaragua,2709,44.03,118.01
2017,Export,USA,Norway,2709,81.03,217.19
2017,Export,USA,Panama,2709,33.72,90.37
2017,Export,USA,Peru,2709,87.88,235.56
2017,Export,USA,Poland,2709,32.36,86.74
2017,Export,USA,India,2709,481.3,1290.11
2017,Export,USA,Singapore,2709,451.91,1211.33
2017,Export,USA,South Africa,2709,21.58,57.83
2017,Export,USA,Spain,2709,407.09,1091.19
2017,Export,USA,Switzerland,2709,67.84,181.84
2017,Export,USA,Thailand,2709,310.37,831.94
2017,Export,USA,Togo,2709,47.63,127.68
2017,Export,USA,Trinidad and Tobago,2709,27.34,73.29
2017,Export,USA,United Arab Emirates,2709,101.0,270.73
2017,Export,USA,Türkiye,2709,28.7,76.93
2017,Export,USA,United Kingdom,2709,1970.78,5282.66
2018,Export,USA,World,2709,48261.57,99329.87
2018,Export,USA,Argentina,2709,40.96,84.31
2018,Export,USA,Australia,2709,0.01,0.02
2018,Export,USA,Bahamas,2709,54.92,113.03
2018,Export,USA,Brazil,2709,634.7,1306.31
2018,Export,USA,Canada,2709,10385.09,21374.15
2018,Export,USA,Chile,2709,282.1,580.62
2018,Export,USA,China,2709,5430.63,11177.08
2018,Export,USA,Colombia,2709,561.8,1156.27
2018,Export,USA,Croatia,2709,72.89,150.02
2018,Export,USA,Denmark,2709,337.55,694.74
2018,Export,USA,Dominican Rep.,2709,230.28,473.95
2018,Export,USA,France,2709,574.98,1183.4
2018,Export,USA,Germany,2709,62.54,128.72
2018,Export,USA,Gibraltar,2709,31.95,65.77
2018,Export,USA,Greece,2709,110.5,227.42
2018,Export,USA,Ireland,2709,332.92,685.21
2018,Export,USA,Italy,2709,2474.94,5093.81
2018,Export,USA,Japan,2709,1480.33,3046.75
2018,Export,USA,Rep. of Korea,2709,5805.33,11948.27
2018,Export,USA,Malaysia,2709,439.21,903.96
2018,Export,USA,Mexico,2709,68.01,139.97
2018,Export,USA,"Other Asia, nes",2709,3293.6,6778.75
2018,Export,USA,Netherlands,2709,3169.24,6522.79
2018,Export,USA,Curaçao,2709,168.23,346.24
2018,Export,USA,Nicaragua,2709,107.26,220.75
2018,Export,USA,Norway,2709,787.55,1620.91
2018,Export,USA,Panama,2709,40.68,83.72
2018,Export,USA,Peru,2709,169.71,349.29
2018,Export,USA,Poland,2709,210.56,433.38
2018,Export,USA,Portugal,2709,131.48,270.61
2018,Export,USA,India,2709,3551.02,7308.56
2018,Export,USA,Singapore,2709,919.58,1892.63
2018,Export,USA,South Africa,2709,120.49,247.99
2018,Export,USA,Spain,2709,522.57,1075.52
2018,Export,USA,Sweden,2709,56.34,115.96
2018,Export,USA,Switzerland,2709,105.29,216.7
2018,Export,USA,Thailand,2709,853.07,1755.75
2018,Export,USA,United Arab Emirates,2709,670.0,1378.96
2018,Export,USA,United Kingdom,2709,3881.13,7987.97
2018,Export,USA,Uruguay,2709,92.12,189.61
2019,Export,USA,World,2709,65323.19,139455.96
2019,Export,USA,Argentina,2709,0.86,1.84
2019,Export,USA,Australia,2709,987.7,2108.61
2019,Export,USA,Belgium,2709,93.83,200.32
2019,Export,USA,Brazil,2709,1188.83,2537.99
2019,Export,USA,Bulgaria,2709,30.34,64.78
2019,Export,USA,Canada,2709,10082.53,21524.8
2019,Export,USA,Chile,2709,836.51,1785.83
2019,Export,USA,China,2709,2901.41,6194.12
2019,Export,USA,Colombia,2709,411.65,878.81
2019,Export,USA,Croatia,2709,87.69,187.2
2019,Export,USA,Denmark,2709,715.37,1527.22
2019,Export,USA,Dominican Rep.,2709,332.54,709.93
2019,Export,USA,France,2709,1809.47,3862.96
2019,Export,USA,Germany,2709,691.57,1476.41
2019,Export,USA,Greece,2709,296.24,632.43
2019,Export,USA,Indonesia,2709,93.19,198.95
2019,Export,USA,Ireland,2709,948.41,2024.71
2019,Export,USA,Israel,2709,260.15,555.38
2019,Export,USA,Italy,2709,2688.17,5738.87
2019,Export,USA,Jamaica,2709,58.59,125.09
2019,Export,USA,Japan,2709,1133.75,2420.4
2019,Export,USA,Rep. of Korea,2709,9339.19,19937.87
2019,Export,USA,Lithuania,2709,39.47,84.27
2019,Export,USA,Malaysia,2709,92.47,197.42
2019,Export,USA,Mexico,2709,28.27,60.36
2019,Export,USA,"Other Asia, nes",2709,3525.27,7525.97
2019,Export,USA,Netherlands,2709,6129.5,13085.63
2019,Export,USA,Nicaragua,2709,229.03,488.94
2019,Export,USA,Norway,2709,547.79,1169.45
2019,Export,USA,Panama,2709,827.13,1765.81
2019,Export,USA,Peru,2709,626.83,1338.2
2019,Export,USA,Philippines,2709,15.67,33.45
2019,Export,USA,Poland,2709,318.23,679.37
2019,Export,USA,India,2709,5639.03,12038.55
2019,Export,USA,Singapore,2709,1848.85,3947.04
2019,Export,USA,Viet Nam,2709,278.13,593.76
2019,Export,USA,South Africa,2709,74.27,158.57
2019,Export,USA,Spain,2709,1093.3,2334.05
2019,Export,USA,Sweden,2709,113.34,241.96
2019,Export,USA,Switzerland,2709,36.5,77.91
2019,Export,USA,Thailand,2709,2399.27,5122.11
2019,Export,USA,United Arab Emirates,2709,819.11,1748.69
2019,Export,USA,United Kingdom,2709,5304.12,11323.57
2019,Export,USA,Uruguay,2709,349.61,746.37
2020,Export,USA,World,2709,50285.96,184211.34
2020,Export,USA,Australia,2709,524.37,1716.52
2020,Export,USA,Bahamas,2709,228.41,868.15
2020,Export,USA,Belgium,2709,81.21,272.68
2020,Export,USA,Brazil,2709,564.6,1675.93
2020,Export,USA,Belarus,2709,13.0,95.45
2020,Export,USA,Canada,2709,6530.72,23332.76
2020,Export,USA,Chile,2709,421.32,1483.76
2020,Export,USA,China,2709,6760.93,28022.56
2020,Export,USA,Colombia,2709,249.54,891.65
2020,Export,USA,Croatia,2709,38.48,122.36
2020,Export,USA,Denmark,2709,639.67,2122.68
2020,Export,USA,Dominican Rep.,2709,161.78,558.17
2020,Export,USA,Finland,2709,31.63,117.77
2020,Export,USA,France,2709,1251.64,4470.89
2020,Export,USA,Germany,2709,1646.86,6062.61
2020,Export,USA,Gibraltar,2709,18.36,108.1
2020,Export,USA,Greece,2709,173.35,522.14
2020,Export,USA,Indonesia,2709,248.12,751.91
2020,Export,USA,Ireland,2709,667.05,2504.36
2020,Export,USA,Israel,2709,210.95,732.55
2020,Export,USA,Italy,2709,2176.82,8049.04
2020,Export,USA,Japan,2709,251.42,956.53
